id,title,authors,year,source,doi,code,exclusion_reason,snowballing_value,background_pool_c8,make
R0481,Visual early warning and prediction of fresh food quality deterioration: Research progress and application in supply chain,Qiao J.; Zhang M.; Qiu L.; Mujumdar A.S.; Ma Y.,2024,Scopus + WoS,10.1016/j.fbio.2024.103671,E4,Wrong publication type,medio,,
R0482,From farm to market: Research progress and application prospects of artificial intelligence in the frozen fruits and vegetables supply chain,Zhang L.; Zhang M.; Mujumdar A.S.; Chen Y.,2024,Scopus + WoS,10.1016/j.tifs.2024.104730,E4,Wrong publication type,bajo,,
R0483,Transforming plant-based waste and by-products into valuable products using various “Food Industry 4.0” enabling technologies: A literature review,Aït-Kaddour A.; Hassoun A.; Tarchi I.; Loudiyi M.; Boukria O.; Cahyana Y.; Ozogul F.; Khwaldia K.,2024,Scopus,10.1016/j.scitotenv.2024.176872,E4,Wrong publication type,bajo,,
R0484,Circular bioeconomy in carbon footprint components of nonthermal processing technologies towards sustainable food system: A review,Bains A.; Sridhar K.; Dhull S.B.; Chawla P.; Sharma M.; Sarangi P.K.; Gupta V.K.,2024,Scopus + WoS,10.1016/j.tifs.2024.104520,E4,Wrong publication type,bajo,,
R0485,Simulation Methods and Digital Strategies for Supply Chains Facing Disruptions: Insights from a Systematic Literature Review,Korder B.; Maheut J.; Konle M.,2024,Scopus + WoS,10.3390/su16145957,E4,Wrong publication type,medio,,
R0486,From Reality to Virtuality: Revolutionizing Livestock Farming Through Digital Twins,Arulmozhi E.; Deb N.C.; Tamrakar N.; Kang D.Y.; Kang M.Y.; Kook J.; Basak J.K.; Kim H.T.,2024,Scopus + WoS,10.3390/agriculture14122231,E4,Wrong publication type,bajo,,
R0487,Applications of Artificial Intelligence for Smart Conveyor Belt Monitoring Systems: A Comprehensive Review,Mahmood M.S.; Shareef I.R.,2024,Scopus,10.18280/jesa.570426,E4,Wrong publication type,bajo,,
R0488,"Generative artificial intelligence in the agri-food value chain - overview, potential, and research challenges","Krupitzer, C",2024,WoS,10.3389/frfst.2024.1473357,E4,Wrong publication type,bajo,,
R0489,"Convergence of Distributed Ledger Technologies with Digital Twins, IoT, and AI for fresh food logistics: Challenges and opportunities",Vilas-Boas J.L.; Rodrigues J.J.P.C.; Alberti A.M.,2023,Scopus + WoS,10.1016/j.jii.2022.100393,E4,Wrong publication type,alto,,
R0490,The Role of AI in Warehouse Digital Twins: Literature Review †,Drissi Elbouzidi A.; Ait El Cadi A.; Pellerin R.; Lamouri S.; Tobon Valencia E.; Bélanger M.-J.,2023,Scopus + WoS,10.3390/app13116746,E4,Wrong publication type,alto,,
R0491,Digital transformation in the agri-food industry: recent applications and the role of the COVID-19 pandemic,Hassoun A.; Marvin H.J.P.; Bouzembrak Y.; Barba F.J.; Castagnini J.M.; Pallarés N.; Rabail R.; Aadil R.M.; Bangar S.P.; Bhat R.; Cropotova J.; Maqsood S.; Regenstein J.M.,2023,Scopus,10.3389/fsufs.2023.1217813,E4,Wrong publication type,bajo,,
R0492,Digital twin-enabled prefabrication supply chain for smart construction and carbon emissions evaluation in building projects,Yevu S.K.; Owusu E.K.; Chan A.P.C.; Sepasgozar S.M.E.; Kamat V.R.,2023,Scopus + WoS,10.1016/j.jobe.2023.107598,E4,Wrong publication type,medio,,
R0493,The Impact of Industry 4.0 Technologies on Key Performance Indicators for a Resilient Supply Chain 4.0,Marinagi C.; Reklitis P.; Trivellas P.; Sakas D.,2023,Scopus + WoS,10.3390/su15065185,E4,Wrong publication type,bajo,,
R0494,The Application of Artificial Intelligence and Big Data in the Food Industry,"Ding, HH; Tian, JW; Yu, W; Wilson, DI; Young, BR; Cui, XH; Xin, X; Wang, ZY; Li, W",2023,WoS,10.3390/foods12244511,E4,Wrong publication type,bajo,,
R0495,Industry 4.0 technologies as enablers of collaboration in circular supply chains: a systematic literature review,Gebhardt M.; Kopyto M.; Birkel H.; Hartmann E.,2022,Scopus + WoS,10.1080/00207543.2021.1999521,E4,Wrong publication type,bajo,,
R0496,Toward Better Food Security Using Concepts from Industry 5.0,Guruswamy S.; Pojić M.; Subramanian J.; Mastilović J.; Sarang S.; Subbanagounder A.; Stojanović G.; Jeoti V.,2022,Scopus + WoS,10.3390/s22218377,E4,Wrong publication type,bajo,,
R0497,Digital Twin Integrated Reinforced Learning in Supply Chain and Logistics,Abideen A.Z.; Sundram V.P.K.; Pyeman J.; Othman A.K.; Sorooshian S.,2021,Scopus + WoS,10.3390/logistics5040084,E4,Wrong publication type,alto,,
R0498,Industry 4.0 Technologies for Manufacturing Sustainability: A Systematic Review and Future Research Directions,"Jamwal, A; Agrawal, R; Sharma, M; Giallanza, A",2021,WoS,10.3390/app11125725,E4,Wrong publication type,bajo,,
R0499,Getting value from artificial intelligence in agriculture,Smith M.J.,2019,Scopus + WoS,10.1071/an18522,E4,Wrong publication type,bajo,,
R0500,Integrating Large Language Models and Digital Twins in Manufacturing: Opportunities and Challenges for Production Logistics and Assembly Environments,Jeong Y.; Kober C.; Fette M.,2026,Scopus,10.1007/978-3-032-03515-8_36,I,,,,Make
R0501,A generalized concept of a decision-support system for responses to tariff-induced uncertainty and disruptions,Ivanov D.,2026,Scopus + WoS,10.1007/s10479-026-07303-w,E1,No digital twin/model,,,
R0502,Cloud-Enabled Data-Driven Performance and Digital Transformation Strategies for Sustainable Business and Workforce Management,Vulapula S.R.; PramodKumar P.; Thatikonda R.; Saturi R.,2026,Scopus,10.1109/icicds70526.2026.11604944,E1,No digital twin/model,,,
R0503,Digital Twin and Artificial Intelligence Technologies to Assess the Type IA Endoleak,Cho S.; Kim H.; Joh J.,2026,Scopus,10.3390/bioengineering13010001,E2,No supply chain scope,,,
R0504,"Empowering Digital Twins With Agentic AI: Applications, Case Studies, and Limitations",Goyal I.; Sai S.; Pabbati M.; Chamola V.; Ranjan V.,2026,Scopus,10.1109/mcomstd.2026.3669229,E2,No supply chain scope,,,
R0505,Generalizable deep sequence models for 4D trajectory prediction of tower crane loads,Kazemi M.H.; Hu Y.; Wu Y.; Messner J.I.; Miller S.R.,2026,Scopus,10.1016/j.autcon.2025.106696,E2,No supply chain scope,,,
R0506,Bridging the digital divide in the pharmaceutical industry: A future research agenda,Miozza M.; Lombardo S.M.; Galvagno M.; Magni L.,2026,Scopus,10.1016/j.socscimed.2025.118832,E4,Wrong publication type,bajo,,
R0507,Computational Modeling for Mortality Prediction in Medical Sciences Based on a Proto-Digital Twin Framework,Leiva V.; Martin-Barreiro C.; Giampaoli V.,2026,Scopus,10.32604/cmes.2026.074800,E2,No supply chain scope,,,
R0508,Digital Representations in IoT: Cryptographic Tools for Improved Security,Adilzhanova S.; Rakhysh A.; Kunelbayev M.; Sybanova D.; Amirkhanova G.,2026,Scopus,10.12720/jait.17.2.390-404,E1,No digital twin/model,,,
R0509,A Functional Systematic Review of Digital Supply Chain Technologies in Municipal Solid Waste Management with a Saudi Benchmark,Al-Jabri B.; Alkahtani M.,2026,Scopus + WoS,10.7166/37-1-3381,E4,Wrong publication type,medio,,
R0510,Applying sequential bifurcation and feed-forward simulation to reduce the prescriptive response time of a digital twin,Walton R.B.; Ciarallo F.W.; Champagne L.E.,2026,Scopus,10.1016/j.ijpe.2026.109912,E3,No AI/ML component,,alto,
R0511,A cloud-enabled digital twin architecture for fuzzy multi-objective optimization in cognitive supply chains,Nozari H.; Yordanova Z.,2026,Scopus,10.1007/s10287-026-00570-9,E3,No AI/ML component,,alto,
R0512,Research on Prediction of Preterm Birth Risk Based on Digital Twin Technology,Chen X.; Hua R.; Lin Y.,2026,Scopus,10.3390/diagnostics16030499,E2,No supply chain scope,,,
R0513,Towards fully automated city operations: Integrating agentic AI with urban digital twins,Xu H.; Zlatanova S.; Li X.; Wachowicz M.; Batty M.,2026,Scopus,10.1016/j.compenvurbsys.2026.102449,E2,No supply chain scope,,,
R0514,Electric Vehicle Batteries Recycling: A Review,Esmaeilian B.; Xiao Y.; Goyal G.K.; Zuo L.; Chen L.; Behdad S.,2026,Scopus + WoS,10.1016/j.wasman.2025.115302,E4,Wrong publication type,medio,,
R0515,An integrated AI-driven vaccine design process: a systematic review of workflows from generative design to translational prediction,Shafaati M.; Nikzadjamnani F.; Ghorbani M.,2026,Scopus,10.1007/s12026-026-09763-5,E4,Wrong publication type,bajo,,
R0516,Optimizing the mathematical model and technical standards for unilateral biportal endoscopic spinal surgery through machine learning-based video analysis,Cheng D.; Wu H.; Zhou C.; Wang W.; Li N.; Shao C.; Wang H.,2026,Scopus,10.1007/s00586-026-10022-2,E2,No supply chain scope,,,
R0517,Harnessing Artificial Intelligence Across The Drug Lifecycle: From Discovery To Optimized Operations,Srinu K.; Chintapalli G.S.; Mishra K.; Surendra K.; Kumar M.V.,2026,Scopus,10.37521/ejpps31108,E1,No digital twin/model,,,
R0518,Advancing sustainability through digitalization: from drug development to patient care,Eugster R.; Luciani P.,2026,Scopus + WoS,10.1039/d5pm00342c,E4,Wrong publication type,bajo,,
R0519,AI-powered predictive analytics models for early disease detection in digital twin-enabled healthcare,Giri V.V.; Chavan S.V.; Mulla R.M.; Patil N.S.,2026,Scopus,10.1016/bs.adcom.2026.02.005,E2,No supply chain scope,,,
R0520,A Self-Deciding Adaptive Digital Twin Framework Using Agentic AI for Fuzzy Multi-Objective Optimization of Food Logistics,Nozari H.; Yordanova Z.,2026,Scopus,10.3390/a19030218,I,,,,
R0521,A Performance-Centric Investigation of ICT-Enabled Information Integration and Decision Support in Healthcare Supply Chain Systems,Surendharan S.; Krithika M.,2026,Scopus,10.1109/icesic67389.2026.11496468,I,,,,
R0522,"Modeling Diabetes Risk and Progression With Public Health Data: Ontology-Guided, Simulation-Capable Digital Twin Study",Li Q.; Amat K.R.; Johnson E.L.; Li J.,2026,Scopus,10.2196/87374,E2,No supply chain scope,,,
R0523,The standalone and integrated value of digital twins and ancillary emerging technologies for enhancing supply chain performance,Varriale V.; Michelino F.; Godinho-Filho M.,2026,Scopus + WoS,10.1080/09537287.2025.2608686,E3,No AI/ML component,,medio,
R0524,"The Role of Emerging Information Technologies in Manufacturing Traceability – Trends, Challenges, and Future Directions",Gupta S.; Verma J.K.,2026,Scopus,10.70917/ijcisim-2026-2865,E4,Wrong publication type,bajo,,
R0525,Supply chain digital twin design and implementation at scale: A case study at the Ford Motor Company and generalizations,Ivanov D.; Gusikhin O.,2026,Scopus + WoS,10.1016/j.omega.2025.103447,I,,,,
R0526,A Review of the Application of Blockchain Technology in the Logistics Field: CiteSpace-Based Visual Analysis with Computer Technology Integration,Wu Y.,2026,Scopus,10.1145/3804504.3804531,E4,Wrong publication type,bajo,,
R0527,When Cybersecurity Becomes Patient Safety: Securing Pharmaceutical Systems and Connected Medical Devices,Alluri P.,2026,Scopus,10.1109/icmlas67792.2026.11484007,E2,No supply chain scope,,,
R0528,Heart Failure sub-phenotyping and in-hospital and 28-day mortality prediction based on mean arterial pressure trajectory modeling,"Gelbach P.E.; Edwards R.A.; Fukuda Y.; Alexander J., Jr.",2026,Scopus,10.1016/j.ahjo.2026.100838,E1,No digital twin/model,,,
R0529,Forestry 4.0 and Forestry 5.0: An Evolutionary Taxonomy of Smart Technologies,Petukhov I.; Steshina L.; Rajagopal S.,2026,Scopus,10.1109/icieam69213.2026.11549582,E1,No digital twin/model,,,
R0530,Next-Generation AI‑Driven Digital Twin Framework for Market Volatility Warning and Risk Detection in Global Logistics Supply Chains,Zhang C.; Wang X.; Liu L.,2026,Scopus + WoS,10.1109/mcomstd.2025.3641867,I,,,,
R0531,A systematic literature review on the integration of artificial intelligence in digital twins for robotic fault diagnosis,Ben Hnaien I.; Gascard E.; Simeu-Abazi Z.; Dhouibi H.,2026,Scopus + WoS,10.1007/s41060-026-01200-y,E4,Wrong publication type,medio,,
R0532,Port-to-Factory Digital Twin for Malaysia's Klang Valley- Port Klang-Penang Logistics Corridor,Leong W.Y.,2026,Scopus,10.1145/3802463.3802486,E3,No AI/ML component,,alto,
R0533,"Digital twins in offsite construction: Current implementations, challenges, and future pathways",Moghimi N.; Arshang O.; Hamzeh F.,2026,Scopus,10.1016/j.autcon.2026.106820,E4,Wrong publication type,medio,,
R0534,Integrating AI Techniques to Rank Critical Factors for Supplier Selection in the Pharmaceutical Industry,Mahmood M.; Naseem A.; Shahzad A.; Ahmad Y.,2026,Scopus,10.1080/10429247.2026.2647845,E1,No digital twin/model,,,
R0535,Machine Learning Algorithm-Based Optimization in Kidney Disease Detection,Jennifer Delighta E.; Samuel G.L.; Varughese S.,2026,Scopus,10.1007/978-981-95-1723-7_23,E1,No digital twin/model,,,
R0536,The Future trends of Artificial Intelligence and innovative technologies in the new era of pharmaceutical sciences and Industry 4.0,Suriyaamporn P.; Pamornpathomkul B.; Ngawhirunpat T.; Akkaramongkolporn P.; Opanasopit P.,2026,Scopus + WoS,10.1080/03639045.2025.2590707,E4,Wrong publication type,bajo,,
R0537,"Multi-Layered Open Data, Differential Privacy, and Secure Engineering: The Operational Framework for Environmental Digital Twins",Korchenko O.; Korchenko A.; Prokopovych-Tkachenko D.; Karpinski M.; Kazmirchuk S.,2026,Scopus + WoS,10.3390/su18041912,E2,No supply chain scope,,,
R0538,Secured Surveillance Through Digital Twins and DDoS Attack Detection in 5G/6G-Oriented FANET,Rajesh G.; Raajini X.M.; Niyathi S.B.; Sudhakaran N.; Andrew D.E.; Sudharsan T.,2026,Scopus,10.1109/icmlas67792.2026.11483941,E2,No supply chain scope,,,
R0539,A three-tier distributed digital twin framework for supply chain management education in industry 5.0,Eletter S.F.; Houhamdi Z.; Elrefae G.A.; Bany Salameh H.; Qasim A.,2026,Scopus,10.1007/s10586-026-06244-0,E2,No supply chain scope,,,
R0540,Development of a Smart Warehouse Logistics Virtual Reality (VR) Simulator for Experiential Learning in Logistics Education,Yooyativong A.; Sittiwong T.; Laohapensaeng T.; Yooyativong T.,2026,Scopus,10.1109/ectidamtncon67592.2026.11460102,E1,No digital twin/model,,,
R0541,Explainable Prediction of Recurrence After Prostate Cancer Radiotherapy Using in Silico digital twin model and machine learning,Septiers V.; Sosa-Marrero C.; Poeta E.; Chourak H.; Briens A.; De Crevoisier R.; Zuluaga M.A.; Acosta O.,2026,Scopus,10.1007/978-3-032-07694-6_15,E2,No supply chain scope,,,
R0542,Digital twin-assisted modular fast switching technology of assembly line,Li K.; Shi A.,2026,Scopus,10.1088/2631-8695/ae3ed3,E2,No supply chain scope,,,
R0543,"Digital Optimisation of UK Chemical Supply Chains: A Mixed-Methods Evaluation of Operational Efficiency, Safety Risk, and Carbon Emissions Reduction",Tariq M.H.; Zaveri A.A.,2026,Scopus,10.1109/icetes68504.2026.11518600,E1,No digital twin/model,,,
R0544,Innovations in digital twin technology for real-time food traceability and post-harvest optimization for sustainable development,"Pandey, VK; Shaikh, AM",2026,WoS,10.1016/j.foodcont.2026.112388,E4,Wrong publication type,alto,,
R0545,Digital Twin-Enabled Building Demolition Waste Trading: A Demonstrative Case,"Su, SM; Yu, CL; Jiang, YS; Zhong, RY",2026,WoS,10.1109/tase.2025.3553883,E3,No AI/ML component,,,
R0546,Exploring the potential of digital twins in the food industry and their role in developing food formulations,"Paris, MJ; Jiménez-González, O; González-Pérez, JE; Ramírez-Corona, N",2026,WoS,10.1016/j.cep.2025.110583,E4,Wrong publication type,bajo,,
R0547,From laboratory to clinic: Bridging regulatory and manufacturing gaps in stem cell-based therapies,"Ebrahim, NAA; Farghaly, TA; Masaret, GS; Alsaedi, AMR; Soliman, SMA",2026,WoS,10.4252/wjsc.v18.i5.117591,E4,Wrong publication type,bajo,,
R0548,Evaluating the Accuracy of Fabric Mechanical Digitization Methods,"Sánchez-Banderas, RM; Cirio, G; Knowles, C; Rodríguez, A",2026,WoS,10.1109/tvcg.2026.3665029,E1,No digital twin/model,,,
R0549,"Digitalising bioenergy processes: Surveying literature and industrial experience to understand progress, challenges and opportunities","Dekhici, B; Short, M",2026,WoS,10.1016/j.biombioe.2026.109507,E4,Wrong publication type,bajo,,
R0550,Revolutionizing supply chains: digital innovations and circular economy strategies for sustainable management,"Singh, PL",2026,WoS,10.1108/gkmc-03-2025-0253,E4,Wrong publication type,bajo,,
R0551,Digitization Methods for a Logistics Warehouse Towards Digital Twin-Driven Optimization,Kawaguchi N.; Asai Y.; Kano K.; Takaki K.; Mori Y.; Suzuki Y.; Watanabe K.; Gushi Y.; Katayama S.; Urano K.; Yonezawa T.; Hashiguchi S.,2025,Scopus,10.1109/smartcomp65954.2025.00035,I,,,,
R0552,"Artificial intelligence for natural product drug discovery and development: current landscape, applications, and future directions","Othman Z.K.; Ahmed M.M.; Kasimieh O.; Musa S.S.; Branda F.; Cue E.G.; Ocampo J.M.A.; Lucero Prisno D.E., III; Vimolmangkang S.",2025,Scopus,10.1016/j.ibmed.2025.100316,E4,Wrong publication type,bajo,,
R0553,Digital Twins of Conveyors in PLM Tools for Logistics 4.0,Husar J.; Trojanowska J.; Trojanowski P.; Lazorik P.,2025,Scopus,10.1016/j.ifacol.2025.11.880,E3,No AI/ML component,,alto,
R0554,"Conceptual and formal models for design, adaptation, and control of digital twins in supply chain ecosystems",Ivanov D.,2025,Scopus + WoS,10.1016/j.omega.2025.103356,I,,,,
R0555,Integrity Challenges in Halal Meat Supply Chain: Potential Industry 4.0 Technologies as Catalysts for Resolution,Ellahi R.M.; Wood L.C.; Khan M.; Bekhit A.E.-D.A.,2025,Scopus + WoS,10.3390/foods14071135,E4,Wrong publication type,medio,,
R0556,Digital twin technology advancing industry 4.0 and industry 5.0 across sectors,Bongomin O.; Mwape M.C.; Mpofu N.S.; Bahunde B.K.; Kidega R.; Mpungu I.L.; Tumusiime G.; Owino C.A.; Goussongtogue Y.M.; Yemane A.; Kyokunzire P.; Malanda C.; Komakech J.; Tigalana D.; Gumisiriza O.; Ngulube G.,2025,Scopus + WoS,10.1016/j.rineng.2025.105583,E4,Wrong publication type,medio,,
R0557,Computer Simulation Everywhere: Mapping Fifteen Years Evolutionary Expansion of Discrete-Event Simulation and Integration with Digital Twin and Generative Artificial Intelligence,Akpan I.J.; Etti G.E.,2025,Scopus + WoS,10.3390/sym17081272,E4,Wrong publication type,bajo,,
R0558,Review Paper on the Role of Resilience in Supply Chain Transformation: Moving from Green to Regenerative,Bhagat M.; Zagade A.,2025,Scopus,10.1109/iccca66364.2025.11325328,E4,Wrong publication type,medio,,
R0559,From Digital Twins to Digital Triplets in Economics and Financial Decision-Making,Passas I.,2025,Scopus,10.3390/encyclopedia5030087,E4,Wrong publication type,bajo,,
R0560,Digital Twin-Aided Contextual Bandit Learning-Based Two-Sided Matching for Task Offloading in Dynamic Fog Computing Networks,Tran-Dang H.; Kim D.-S.,2025,Scopus,10.1007/978-981-96-6938-7_14,E2,No supply chain scope,,,
R0561,Revolutionizing Combat Casualty Care: The Power of Digital Twins in Optimizing Casualty Care Through Passive Data Collection,Pamplin J.C.; Remondelli M.H.; Thota D.; Trapier J.; Davis M.W.T.; Fisher N.; Kwon P.; Quinn M.T.,2025,Scopus,10.1093/milmed/usae249,E4,Wrong publication type,bajo,,
R0562,"Advancements in AI-enhanced collaborative robotics: towards safer, smarter, and human-centric industrial automation",Shah R.; Doss A.S.A.; Lakshmaiya N.,2025,Scopus + WoS,10.1016/j.rineng.2025.105704,E4,Wrong publication type,medio,,
R0563,Atherogenic index of plasma and risk of acute kidney injury in critically ill patients: a multi-cohort study with machine learning and SHAP analysis,Li D.-M.; Yu F.; Xia W.; Jiang M.-H.; Yang L.-J.; Yang H.-Y.; Yin S.-J.; Wang P.; Meng R.; Cun S.-H.; Yang H.-N.; Du P.-N.; Wang Y.; He G.-H.,2025,Scopus,10.1080/0886022x.2025.2611198,E1,No digital twin/model,,,
R0564,Optimization of Operations in Solid Bulk Port Terminals Using Digital Twin,Neyra J.; Silva L.; Netto J.; Medina A.,2025,Scopus,10.1109/wsc68292.2025.11339094,I,,,,
R0565,Conceptualization and validation of an intelligent digital twin design framework for supply chain risk management,Gabellini M.; Regattieri A.; Bortolini M.; Ronchi M.,2025,Scopus,10.1016/j.jjimei.2025.100365,E3,No AI/ML component,,alto,
R0566,Simulation-Based Digital Twins for Internal Transport Systems,Galka S.; Meißner S.,2025,Scopus,10.1016/j.procs.2025.12.016,E3,No AI/ML component,,alto,
R0567,A Digital Twin Strategy Combined with a Monte Carlo Simulation Framework to Predict Outcomes in Patients with Unusual-Site Venous Thrombosis Treated with Direct Oral Anticoagulants Versus Vitamin K Antagonists Using Data from Real-World Populations,Franco-Moreno A.; Escobar-Curbelo L.; Torres-Macho J.; Muñoz-Rivas N.; Ancos-Aracil C.L.; Martínez de la Casa-Muñoz A.; Bustamante-Fermosel A.; Arranz-García P.; Casado-Suela M.Á.,2025,Scopus,10.3390/clinpract15120237,E2,No supply chain scope,,,
R0568,"Digital twins and logistical labour Models, plans and the inversion of the ‘real’",Horn Z.; Richardson M.,2025,Scopus + WoS,10.13169/workorgalaboglob.19.2.0004,E3,No AI/ML component,,medio,
R0569,Smart Supply Chain: Integrating Production and Maintenance for Agile and Resilient Manufacturing in Industry 4.0,Hafidi N.; Ramadany M.; Hakmaoui I.; Barkany A.E.L.,2025,Scopus + WoS,10.1109/logistiqua66323.2025.11122712,E1,No digital twin/model,,,
R0570,Intent-Driven Zero-Touch Provisioning in Private 5G Networks with AI/ML Automation,Goyal S.; Gattupalli K.K.; Rallabandi B.; Medarametla M.S.,2025,Scopus,10.1109/upwiecon67212.2025.11390129,E2,No supply chain scope,,,
R0571,Data-Driven Defragmentation: Achieving Value-Based Sarcoma and Rare Cancer Care Through Integrated Care Pathway Mapping,Fuchs B.; Heesen P.,2025,Scopus,10.3390/jpm15050203,E4,Wrong publication type,bajo,,
R0572,Enhancing Healthcare with WBAN and Digital Twins: A Machine Learning Approach for Predictive Health Monitoring,Mahapatra R.; Sethi D.; Mishra K.,2025,Scopus,10.1109/access.2025.3584103,E2,No supply chain scope,,,
R0573,A Systematic Literature Review on Digital Twins in Circular Supply Chain Management,Polimetla J.; Sindhwani R.; Bag S.,2025,Scopus,10.1002/bse.70038,E4,Wrong publication type,alto,,
R0574,"Artificial intelligence in clinical data analysis: A review of large language models, foundation models, digital twins, and allergy applications",Fuse Y.; Murphy S.N.; Ikari H.; Takahashi A.; Fuse K.; Kawakami E.,2025,Scopus,10.1016/j.alit.2025.06.005,E4,Wrong publication type,bajo,,
R0575,A Digital Twin Strategy to Predict Thrombotic Recurrence in Antiphospholipid Syndrome Patients Treated with Direct Oral Anticoagulants vs. Vitamin K Antagonists Using Data from Real-World Populations,Casado-Suela M.Á.; Torres-Macho J.; Izquierdo-Martínez A.; Ancos-Aracil C.L.; Ferreira-Burguillos L.; Madroñal-Cerezo E.; Talaván-Zañón T.; Castañeda-Mata A.; Escobar-Curbelo L.; de la Casa-Muñoz A.M.; Ruiz-Navío E.; Bustamante-Fermosel A.; Franco-Moreno A.,2025,Scopus,10.3390/jcm14165716,E2,No supply chain scope,,,
R0576,Resilient Multi-Layer LSTM Digital Twin Framework for Athlete Logistics and Safety in 6G,Zhang Y.; Zhao L.,2025,Scopus + WoS,10.1109/mcomstd.2025.3630497,E2,No supply chain scope,,,
R0577,Digital Twins in Sustainment-Oriented Wargaming,Cantrell S.A.; Margolis C.H.; Krauss M.R.; Pinon Fischer O.J.; Mavris D.N.,2025,Scopus,10.2514/6.2025-0706,E3,No AI/ML component,,alto,
R0578,Embracing resilience in pharmaceutical manufacturing: “digital twins” – forging a resilient path in the VUCA maze,B. A.; Joseph G.,2025,Scopus + WoS,10.1108/ijphm-03-2024-0024,E4,Wrong publication type,medio,,
R0579,Peer Matching for Patients Using Digital Twin-Inspired Live Programmable Interfaces,Rastogi S.; Shah R.; Kumar S.; Vijh S.,2025,Scopus,10.1109/emergin67762.2025.11450839,E2,No supply chain scope,,,
R0580,A Multi-Objective Framework for Inventory Digitalization Using AI and IoT,Arora M.; Sethi S.; Ahluwalia A.; Udayai K.; Aggarwal N.; Ahmad V.,2025,Scopus,10.1109/ictbig68706.2025.11323600,E1,No digital twin/model,,,
R0581,Artificial intelligence in headache medicine: between automation and the doctor-patient relationship. A systematic review,Espinoza-Vinces C.; Martínez M.C.; Atorrasagasti-Villar A.; Rodríguez M.D.M.G.; Ezpeleta D.; Irimia P.,2025,Scopus,10.1186/s10194-025-02143-8,E4,Wrong publication type,bajo,,
R0582,The Metaverse for Industry 5.0 in NextG Communications: Potential Applications and Future Challenges,Boopathy P.; Deepa N.; Maddikunta P.K.R.; Victor N.; Gadekallu T.R.; Yenduri G.; Wang W.; Pham Q.-V.; Huynh-The T.; Liyanage M.,2025,Scopus + WoS,10.1109/ojcs.2024.3497335,E4,Wrong publication type,medio,,
R0583,Interpretable vs. Post-Hoc Explained Models for Digital Twin Applications in Clinical Forecasting: A Multiple Sclerosis Case Study,Giugliano S.; Basile I.; Sannino G.,2025,Scopus,10.1016/j.procs.2025.10.070,E2,No supply chain scope,,,
R0584,Real-Time Medical Aid Delivery: A Digital Twin Approach with Dynamic Vehicle Routing Problem,Abdelnabi A.B.; Rabadi G.,2025,Scopus + WoS,10.1109/dtpi65196.2025.11088823,I,,,,
R0585,Implications for Using Digital Twins to Enhance Safety in Warehouse 4.0 Design,Wu J.; Ren J.; Ravn O.; Nalpantidis L.,2025,Scopus,10.3303/cet25116001,E3,No AI/ML component,,medio,
R0586,Smart Packaging Optimization Using Digital Twins and Industrial 5.0 With Human Robot Interaction,Morgan K.R.; Guerra-Zubiaga D.A.; Richards G.,2025,Scopus,10.1115/imece2025-165682,E2,No supply chain scope,,,
R0587,Digital twins come to the life sciences,Adam D.,2025,Scopus,10.1073/pnas.2532645122,E2,No supply chain scope,,,
R0588,State of the Art of Digital Twins in Improving Supply Chain Resilience,"Roman, EA; Stere, AS; Rosca, E; Radu, AV; Codroiu, D; Anamaria, I",2025,WoS,10.3390/logistics9010022,E4,Wrong publication type,alto,,
R0589,"DigiPyramid: A Multiresolution Digital Twin Framework for Reliable Logistics Management-Conceptualization, Implementation, and Intelligentization","Shang, W; Wang, YJ; Zhu, AD; Chen, Y; Fu, PH; Li, XL; Zhu, LF; Sheng, JQ; Zhang, B; Yue, J",2025,WoS,10.1109/access.2025.3606168,I,,,,
R0590,Digital-Twin-Enabled Design and Machine-Learning-Assisted Energy Management of a Solar Refrigerated Van with Phase-Change Thermal Storage,"Baniasadi, E; Esmaeilzadeh, A; Abadi, MKF; Rezk, A; Batista, L; Falcone, G; Bilesanmi, Y",2025,WoS,10.18462/iir.adaptation.2024.1181,E2,No supply chain scope,,,
R0591,VerDT: A Versatile Digital Twins Framework for UAVs-Based Industrial Cyber-Physical Systems,"Zhou, LY; Leng, SP; Quek, TQS",2025,WoS,10.1109/tmc.2025.3567284,I,,,,
R0592,Relation between digital innovation and industry 4.0: existing themes and emerging research trends,"Gupta, M; Jauhar, SK; Paul, SK; Pratap, S",2025,WoS,10.1007/s12597-024-00865-y,E4,Wrong publication type,bajo,,
R0593,Artificial Intelligence in Collagen-based Biomaterials,"Akhter, Z; Prabakar, S",2025,WoS,10.1002/slct.202504704,E4,Wrong publication type,bajo,,
R0594,NFT-Based Framework for Digital Twin Management in Aviation Component Lifecycle Tracking,Kabashkin I.,2024,Scopus + WoS,10.3390/a17110494,E1,No digital twin/model,,,
R0595,Improving Supply Chain and Manufacturing Process in Wind Turbine Tower Industry Through Digital Twins,Muñoz-Díaz M.-L.; Escudero-Santana A.; Lorenzo-Espejo A.; Muñuzuri J.,2024,Scopus + WoS,10.1007/978-3-031-24771-2_14,E2,No supply chain scope,,,
R0596,Bridge Digital Twin for Practical Bridge Operation and Maintenance by Integrating GIS and BIM,Gao Y.; Xiong G.; Hu Z.; Chai C.; Li H.,2024,Scopus + WoS,10.3390/buildings14123731,E2,No supply chain scope,,,
